"Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","DespesaTotal","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumCompresTotal","NumWebVisitsMonth","AcceptedCmp1","AcceptedCmp2","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmpTotal","Complain","Response"
1970,"Graduation","Divorced",33986,1,0,"14-03-2013",43,16,2,18,2,1,5,28,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1972,"PhD","Married",57091,0,1,"23-11-2012",82,462,0,24,6,0,4,34,2,9,2,5,16,7,0,0,0,1,0,1,0,1
1969,"2n Cycle","Married",46831,1,1,"08-06-2013",84,22,2,10,6,4,34,56,2,1,2,2,5,4,0,0,0,0,0,0,0,0
1972,"Master","Married",83151,0,0,"10-02-2013",80,968,147,842,137,42,210,1378,1,5,7,10,22,2,1,0,1,0,1,3,0,1
1971,"Graduation","Married",52531,0,0,"30-12-2012",68,283,112,151,51,72,125,511,2,7,2,10,19,6,0,0,0,0,0,0,0,0
1956,"Graduation","Married",15759,0,0,"05-09-2013",12,1,2,5,6,0,3,16,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1971,"Graduation","Single",22804,1,0,"31-07-2013",75,14,1,7,2,1,1,12,1,2,0,2,4,9,0,0,0,0,0,0,0,0
1973,"2n Cycle","Married",43050,1,0,"18-03-2014",10,30,5,24,6,3,8,46,2,2,0,4,6,5,0,0,0,0,0,0,0,0
1977,"PhD","Single",42997,1,1,"07-12-2013",91,4,0,5,0,1,5,11,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1963,"PhD","Single",48918,1,1,"12-04-2014",21,52,0,9,0,0,1,10,2,1,0,4,5,4,0,0,0,0,0,0,0,0
1954,"Master","Together",60033,0,1,"29-03-2014",28,62,1,57,19,11,48,136,2,2,1,5,8,2,0,0,0,0,0,0,0,0
1978,"PhD","Together",34043,1,0,"25-10-2013",97,20,2,14,3,0,10,29,1,2,0,2,4,9,0,0,0,0,0,0,0,0
1966,"Graduation","Together",57811,0,1,"24-06-2013",49,545,7,114,37,21,78,257,5,7,2,11,20,5,0,0,0,1,0,1,0,0
1946,"Graduation","Married",78569,0,0,"19-02-2014",14,558,79,622,207,66,95,1069,1,4,6,4,14,1,0,0,0,0,1,1,0,1
1978,"Graduation","Single",7500,1,1,"27-12-2012",5,6,5,4,13,4,25,51,4,2,1,3,6,6,0,0,0,0,0,0,0,0
1971,"Master","Together",25410,1,0,"04-06-2013",37,39,1,9,2,0,8,20,0,1,0,1,2,1,0,0,0,0,0,0,0,0
1953,"Graduation","Together",94384,0,0,"04-03-2013",62,1111,24,790,160,45,172,1191,0,5,8,5,18,2,1,0,0,1,1,3,0,1
1985,"2n Cycle","Married",23148,0,0,"18-02-2014",83,4,6,8,6,3,10,33,1,2,0,3,5,7,0,0,0,0,0,0,0,0
1970,"Graduation","Divorced",44267,1,1,"25-02-2013",48,183,5,65,3,5,49,127,5,5,2,4,11,9,0,0,0,0,0,0,0,0
1979,"Graduation","Married",71626,0,0,"01-11-2012",94,546,72,376,94,145,72,759,1,5,5,8,18,3,0,0,0,1,0,1,0,0
1966,"Graduation","Together",60894,0,1,"28-06-2013",61,606,7,155,10,0,54,226,5,10,3,8,21,7,0,0,0,0,0,0,0,0
1976,"Graduation","Together",50200,1,1,"03-04-2013",70,266,6,51,8,6,64,135,6,7,1,5,13,8,0,0,0,0,0,0,0,0
1965,"PhD","Married",81051,0,0,"23-05-2014",43,1142,29,249,38,29,14,359,1,5,5,12,22,2,0,0,0,1,1,2,0,0
1982,"Graduation","Married",65169,0,0,"14-01-2014",23,1074,0,69,0,0,46,115,1,10,4,13,27,6,1,1,1,0,1,4,0,1
1972,"Graduation","Together",59868,0,1,"22-07-2013",37,771,51,154,54,10,154,423,7,11,2,12,25,6,0,0,0,0,0,0,0,0
1960,"PhD","Married",65695,0,1,"31-01-2014",50,371,32,189,0,58,6,285,2,5,4,10,19,4,0,0,0,0,0,0,0,0
1956,"Master","Single",64857,0,0,"23-11-2012",78,556,14,717,210,0,43,984,1,7,5,10,22,4,0,0,0,0,0,0,0,0
1965,"Master","Together",45143,0,1,"26-08-2013",74,202,5,74,11,5,14,109,3,6,1,5,12,7,0,0,0,0,0,0,0,0
1955,"2n Cycle","Together",74805,0,1,"06-11-2013",14,209,162,209,41,162,37,611,5,4,7,10,21,2,0,0,0,0,0,0,0,0
1989,"2n Cycle","Married",59060,1,0,"11-01-2014",77,35,40,111,36,40,12,239,3,3,1,7,11,4,0,0,0,0,0,0,0,0
1962,"PhD","Single",27238,1,1,"20-04-2013",39,37,0,17,0,0,3,20,3,3,0,3,6,9,0,0,0,0,0,0,0,0
1965,"Graduation","Together",47009,0,1,"01-10-2013",89,171,45,73,59,10,90,277,4,3,2,8,13,4,0,0,0,0,0,0,0,0
1973,"2n Cycle","Married",46094,1,1,"10-06-2014",62,12,2,20,3,2,5,32,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1972,"Graduation","Married",40321,1,1,"29-07-2013",59,44,4,21,6,0,27,58,2,3,0,3,6,7,0,0,0,0,0,0,0,0
1984,"Graduation","Together",37235,1,0,"01-02-2014",68,20,2,9,4,6,20,41,1,1,1,2,4,4,0,0,0,0,0,0,0,0
1960,"Master","Married",81843,0,0,"22-04-2013",13,779,86,537,34,69,138,864,1,5,9,12,26,3,0,0,0,0,0,0,0,0
1958,"Master","Together",46692,0,1,"06-06-2013",37,170,6,97,24,12,88,227,3,6,1,5,12,6,0,0,0,0,0,0,0,0
1968,"Graduation","Together",77382,0,1,"07-01-2014",36,491,48,231,112,105,134,630,2,5,7,12,24,1,0,0,0,0,1,1,0,0
1977,"Graduation","Single",37774,2,0,"03-09-2012",28,173,8,107,7,2,176,300,4,7,2,3,12,9,0,0,1,0,0,1,1,1
1974,"Basic","Married",18393,1,0,"29-03-2014",2,7,10,13,16,0,4,43,2,3,0,3,6,8,0,0,0,0,0,0,0,0
1962,"Master","Married",72828,0,1,"14-02-2013",17,1205,0,235,19,14,205,473,6,6,3,13,22,7,0,0,0,0,0,0,0,0
1982,"Graduation","Married",24711,0,0,"18-04-2014",86,10,7,25,6,3,7,48,1,3,0,3,6,7,0,0,0,0,0,0,0,0
1975,"PhD","Married",45503,1,0,"25-09-2013",54,97,4,44,6,1,18,73,1,3,1,4,8,5,0,0,0,0,0,0,0,0
1982,"Master","Single",6560,0,0,"12-12-2013",2,67,11,26,4,3,5,49,0,1,0,1,2,7,0,0,0,0,0,0,0,0
1945,"PhD","Together",71604,0,0,"17-11-2013",3,345,53,528,98,75,97,851,1,8,3,5,16,4,0,0,1,0,0,1,0,1
1979,"Graduation","Married",27244,1,0,"07-03-2014",84,6,5,17,3,24,46,95,2,2,2,2,6,7,0,0,0,0,0,0,0,0
1969,"Graduation","Married",48752,1,1,"12-12-2012",8,73,57,100,71,15,0,243,5,6,1,5,12,9,0,0,0,0,0,0,0,1
1962,"Graduation","Married",71434,0,1,"18-09-2013",4,711,36,217,172,96,168,689,3,7,4,7,18,4,1,0,0,1,0,2,0,0
1948,"Graduation","Single",90842,0,0,"29-07-2013",57,774,70,118,182,68,93,531,1,4,9,13,26,1,0,0,0,0,0,0,0,0
1978,"Master","Married",88097,1,0,"18-08-2012",24,163,0,480,0,126,75,681,1,6,5,8,19,9,1,0,0,1,1,3,0,1
1975,"Graduation","Married",51948,0,1,"17-09-2013",51,82,33,54,71,30,41,229,2,5,2,4,11,5,0,0,0,0,0,0,0,0
1982,"Graduation","Together",71853,0,0,"08-05-2013",29,358,108,413,141,97,32,791,1,2,8,6,16,1,0,0,0,0,0,0,0,0
1983,"Master","Married",35876,0,0,"20-04-2014",13,66,2,40,4,3,14,63,1,3,1,3,7,6,0,0,0,0,0,0,0,0
1952,"Graduation","Widow",40049,0,1,"16-10-2013",23,13,6,7,0,3,3,19,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1982,"Graduation","Single",39660,1,0,"08-08-2012",36,139,13,78,20,13,36,160,3,7,1,3,11,9,0,0,0,0,0,0,0,1
1962,"Graduation","Together",50127,0,1,"29-05-2014",88,274,0,21,4,6,15,46,1,5,1,6,12,6,0,0,0,1,0,1,0,0
1977,"Master","Married",43263,0,1,"21-11-2012",2,262,6,61,0,10,102,179,3,5,2,6,13,5,0,0,0,0,0,0,0,0
1949,"Master","Married",62845,1,1,"01-10-2012",3,1099,0,45,0,0,34,79,4,3,4,10,17,8,0,0,0,1,0,1,0,1
1990,"Graduation","Married",18929,0,0,"16-02-2013",15,32,0,8,23,4,18,53,1,1,0,4,5,6,0,0,0,0,0,0,0,0
1982,"Basic","Single",24367,1,0,"20-03-2013",58,2,4,2,0,11,5,22,1,1,0,2,3,9,0,0,0,0,0,0,0,0
1975,"Graduation","Single",33249,1,0,"20-02-2013",11,6,10,21,19,14,42,106,2,2,1,3,6,6,0,0,0,0,0,0,0,0
1959,"2n Cycle","Married",26887,0,1,"10-02-2013",27,6,7,4,3,4,6,24,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1983,"PhD","Married",50150,0,0,"20-06-2013",32,135,46,92,65,61,11,275,2,5,2,7,14,5,0,0,0,0,0,0,0,0
1976,"Graduation","Together",62061,0,1,"31-08-2013",12,641,7,84,0,30,38,159,3,10,4,7,21,6,0,0,0,1,0,1,0,0
1962,"PhD","Divorced",85696,0,0,"03-05-2013",88,714,76,395,116,0,12,599,1,4,6,9,19,1,0,0,0,0,0,0,0,1
1956,"PhD","Together",76542,0,0,"30-03-2013",91,794,73,573,0,29,14,689,1,4,8,10,22,2,0,0,0,0,0,0,0,0
1993,"Graduation","Single",70515,0,0,"21-10-2013",12,420,0,452,182,64,140,838,1,6,6,4,16,2,0,0,0,0,0,0,0,1
1987,"Graduation","Together",18227,1,0,"08-11-2012",21,1,2,7,4,3,11,27,1,0,1,2,3,8,0,0,0,0,0,0,0,0
1965,"Graduation","Married",69139,0,1,"27-01-2014",23,86,12,75,33,15,6,141,1,4,1,5,10,4,0,0,0,0,0,0,0,0
1982,"Graduation","Married",69109,0,0,"09-11-2012",10,823,25,459,124,29,95,732,1,6,6,7,19,4,0,0,0,0,1,1,0,1
1962,"Graduation","Single",69627,0,1,"17-03-2013",35,231,161,215,171,30,53,630,2,8,2,11,21,5,0,0,0,0,0,0,0,0
1978,"Graduation","Married",38136,1,0,"22-04-2013",69,8,15,27,0,20,33,95,2,3,1,2,6,8,0,0,1,0,0,1,0,0
1946,"PhD","Single",62159,0,0,"28-04-2014",68,182,17,259,77,70,29,452,1,6,2,10,18,4,0,0,0,0,0,0,0,0
1963,"Graduation","Single",80695,0,0,"29-12-2013",85,557,129,984,193,37,18,1361,1,5,8,5,18,2,0,0,0,0,0,0,0,0
1971,"Master","Single",33316,1,1,"04-10-2013",34,79,1,31,4,4,12,52,3,2,1,4,7,6,0,0,0,0,0,0,0,0
1968,"Graduation","Together",58554,1,1,"26-09-2012",55,368,24,68,38,0,88,218,6,8,2,6,16,7,0,0,0,0,0,0,0,0
1992,"Basic","Married",17256,1,0,"23-11-2013",10,6,4,14,8,8,22,56,2,2,1,2,5,8,0,0,1,0,0,1,0,0
1974,"Graduation","Divorced",53034,1,1,"30-05-2013",30,160,15,196,15,11,50,287,8,6,1,7,14,8,0,0,0,0,0,0,0,0
1950,"2n Cycle","Together",52203,0,0,"31-07-2012",36,488,21,238,56,108,28,451,1,8,7,11,26,6,0,0,0,0,0,0,0,0
1977,"2n Cycle","Divorced",59601,0,1,"25-07-2013",14,691,7,69,0,7,23,106,4,2,2,7,11,8,0,0,0,1,0,1,0,0
1958,"Master","Single",75154,0,1,"04-09-2012",79,543,10,205,160,143,82,600,1,6,3,6,15,3,0,0,0,0,0,0,0,1
1976,"Graduation","Single",47025,0,1,"07-11-2013",52,254,7,108,20,0,26,161,3,6,3,5,14,6,0,0,0,0,0,0,0,0
1973,"Graduation","Married",37971,1,0,"25-11-2013",97,5,4,10,2,2,7,25,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1968,"Master","Divorced",41335,1,0,"26-12-2013",24,112,19,21,16,14,5,75,3,4,1,4,9,7,0,0,0,0,0,0,0,0
1958,"Graduation","Married",67267,0,1,"13-05-2014",0,134,11,59,15,2,30,117,1,3,2,5,10,2,0,0,0,0,0,0,0,0
1975,"Graduation","Single",57338,0,1,"29-04-2014",96,143,6,52,11,8,17,94,2,4,1,5,10,5,0,0,0,0,0,0,0,0
1960,"2n Cycle","Together",50523,1,1,"25-12-2013",89,51,4,24,4,7,1,40,2,2,0,4,6,6,0,0,0,0,0,0,0,0
1965,"Master","Single",35791,2,1,"06-05-2013",94,27,0,5,0,0,3,8,2,1,0,3,4,8,0,0,0,0,0,0,0,0
1960,"PhD","Divorced",50611,0,1,"04-10-2012",98,459,0,24,6,0,4,34,6,4,5,7,16,6,0,0,0,1,0,1,0,0
1969,"PhD","Married",56242,0,1,"03-03-2013",72,689,8,167,11,8,88,282,5,8,4,11,23,6,0,0,0,0,0,0,0,0
1960,"Graduation","Single",48904,0,1,"02-12-2012",1,283,10,38,0,13,27,88,4,7,2,4,13,8,0,0,0,0,0,0,0,0
1975,"Graduation","Single",56243,1,2,"30-12-2013",26,347,0,35,4,3,7,49,6,4,2,8,14,5,0,0,0,0,0,0,0,0
1985,"Graduation","Married",21355,1,0,"20-08-2013",5,5,13,14,0,5,31,63,2,2,1,2,5,6,0,0,1,0,0,1,0,1
1971,"Master","Together",57420,0,1,"25-06-2013",22,280,0,18,0,0,24,42,3,5,1,6,12,7,0,0,0,1,0,1,0,0
1970,"Master","Together",51948,0,1,"01-04-2013",39,187,5,65,26,20,14,130,2,4,2,6,12,5,0,0,0,0,0,0,0,0
1955,"Master","Divorced",46390,0,1,"05-05-2014",56,95,14,64,2,9,38,127,1,4,2,3,9,7,0,0,0,0,0,0,0,0
1956,"2n Cycle","Together",54342,1,1,"03-07-2013",74,84,10,34,11,10,28,93,4,3,1,4,8,6,0,0,0,0,0,0,0,0
1958,"Graduation","Together",29440,1,1,"03-09-2012",87,19,4,12,2,2,6,26,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1964,"2n Cycle","Single",31395,1,1,"12-01-2014",49,5,1,9,2,0,4,16,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1973,"Graduation","Married",20895,1,0,"06-10-2012",24,18,3,17,3,0,4,27,1,2,0,3,5,9,0,0,0,0,0,0,0,0
1948,"Graduation","Married",92344,0,0,"15-01-2014",9,992,24,694,51,19,119,907,0,5,10,5,20,1,0,0,1,0,1,2,0,0
1972,"PhD","Together",27100,1,0,"02-03-2014",17,25,1,13,0,0,3,17,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1976,"2n Cycle","Together",26907,1,1,"20-08-2013",10,9,1,7,0,3,2,13,2,1,0,3,4,7,0,0,0,0,0,0,0,0
1980,"Graduation","Together",44964,1,1,"16-12-2012",35,19,1,17,2,0,2,22,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1979,"Graduation","Together",75507,0,0,"02-05-2014",56,709,93,374,104,80,80,731,1,8,6,6,20,3,0,0,0,0,0,0,0,0
1972,"Master","Married",53761,1,1,"11-10-2013",7,158,0,76,13,7,71,167,6,4,4,3,11,5,0,0,0,0,0,0,0,0
1973,"Graduation","Together",22682,1,0,"03-10-2013",51,10,14,29,4,2,36,85,3,2,1,4,7,4,0,0,0,0,0,0,0,0
1972,"PhD","Together",38887,1,0,"02-03-2014",17,25,1,13,0,0,3,17,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1975,"2n Cycle","Single",41658,1,1,"09-11-2012",30,8,4,12,15,4,29,64,2,1,1,2,4,4,0,0,0,0,0,0,0,0
1972,"PhD","Married",29791,1,0,"15-05-2014",21,14,0,6,0,0,0,6,2,2,0,3,5,5,0,0,0,0,0,0,0,0
1956,"Master","Married",63915,0,2,"30-07-2013",2,622,7,115,30,0,15,167,2,6,3,12,21,5,0,0,0,0,0,0,0,0
1974,"Graduation","Divorced",39996,1,1,"22-05-2014",85,11,0,3,0,0,1,4,1,1,0,2,3,6,0,0,0,0,0,0,0,0
1972,"Graduation","Divorced",26759,1,0,"07-02-2014",65,25,3,16,8,5,2,34,2,2,1,3,6,6,0,0,0,0,0,0,0,0
1968,"Master","Divorced",63841,0,1,"21-04-2013",64,635,15,100,20,7,131,273,1,9,3,9,21,6,0,0,0,0,0,0,0,0
1969,"PhD","Married",51039,1,1,"10-12-2012",11,100,64,79,65,0,109,317,2,6,2,4,12,7,0,0,0,0,0,0,0,0
1961,"Graduation","Married",60544,1,1,"25-08-2012",92,201,2,43,3,5,35,88,4,5,1,5,11,6,0,0,0,0,0,0,0,0
1972,"Graduation","Married",65685,0,1,"29-03-2014",54,642,14,49,0,7,57,127,1,9,2,9,20,5,0,0,0,0,0,0,0,0
1953,"Graduation","Married",37716,0,1,"21-04-2014",4,97,1,41,6,2,41,91,2,4,1,3,8,7,0,0,0,0,0,0,0,0
1957,"Graduation","Single",36864,0,1,"13-08-2012",53,204,5,39,17,0,89,150,3,5,2,4,11,8,0,0,0,0,0,0,0,1
1970,"Master","Married",44511,1,0,"12-10-2012",39,513,7,133,46,14,14,214,6,8,4,8,20,8,0,0,0,0,0,0,0,0
1967,"PhD","Married",36947,1,1,"07-08-2012",49,88,3,21,4,1,29,58,4,3,0,4,7,9,0,0,0,0,0,0,0,0
1951,"Master","Together",47352,0,1,"11-04-2013",70,172,12,112,8,0,15,147,4,6,1,5,12,7,0,0,0,0,0,0,0,0
1953,"Master","Married",67087,0,1,"17-12-2013",40,329,35,222,130,35,43,465,2,7,5,8,20,4,0,0,0,0,0,0,0,0
1950,"Graduation","Married",57045,0,1,"08-09-2012",40,296,13,104,11,13,17,158,3,4,2,9,15,3,0,0,0,0,0,0,0,0
1953,"PhD","Divorced",36957,1,1,"06-09-2012",43,100,2,16,2,1,31,52,4,3,2,2,7,9,0,0,0,0,0,0,0,1
1977,"PhD","Married",69389,0,1,"28-09-2012",17,422,7,238,69,46,15,375,1,7,2,12,21,4,0,0,0,0,0,0,0,0
1972,"Graduation","Married",80134,1,0,"20-05-2013",40,1218,16,272,104,0,80,472,2,5,3,6,14,6,1,0,0,1,1,3,0,1
1969,"Master","Married",43142,1,1,"18-02-2014",84,5,1,7,2,1,4,15,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1944,"Graduation","Married",80589,0,0,"22-01-2014",25,507,93,520,242,40,26,921,1,5,10,5,20,1,1,0,0,0,0,1,0,1
1990,"Graduation","Single",34412,1,0,"13-02-2013",62,52,12,50,4,36,55,157,3,5,0,3,8,9,0,0,0,0,0,0,0,0
1979,"Graduation","Single",57537,1,0,"10-06-2013",83,191,56,139,51,8,100,354,4,4,3,8,15,4,0,0,0,0,0,0,0,0
1966,"Basic","Together",22634,0,0,"16-01-2013",47,2,23,11,8,6,46,94,1,2,1,2,5,8,0,0,0,0,0,0,0,0
1948,"Graduation","Together",51315,0,0,"23-02-2014",45,68,28,39,16,30,41,154,1,2,2,5,9,2,0,0,0,0,0,0,0,0
1972,"Graduation","Married",36026,2,1,"16-03-2014",34,20,4,10,6,4,17,41,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1973,"Graduation","Married",24639,1,1,"28-01-2014",3,20,3,16,0,4,1,24,3,2,0,4,6,6,0,0,0,0,0,0,0,0
1972,"PhD","Together",34578,2,1,"11-04-2014",1,7,0,1,0,0,0,1,1,1,0,2,3,6,0,0,0,0,0,0,0,0
1972,"2n Cycle","Single",65704,0,0,"13-10-2013",18,279,172,74,38,8,53,345,1,2,10,10,22,1,0,0,0,0,0,0,0,0
1966,"Graduation","Single",63810,0,1,"11-11-2012",45,977,12,253,16,12,101,394,4,4,3,12,19,8,0,0,0,1,0,1,0,0
1969,"PhD","Together",54132,0,1,"16-02-2014",81,30,1,8,0,0,3,12,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1959,"Graduation","Married",18690,0,0,"28-12-2012",77,6,1,7,23,4,19,54,1,1,1,2,4,8,0,0,0,0,0,0,0,0
1970,"Graduation","Married",28164,1,0,"04-05-2013",23,3,18,26,11,8,12,75,3,2,0,4,6,7,0,0,0,0,0,0,0,0
1974,"PhD","Married",34596,1,0,"13-04-2013",48,14,0,2,0,0,7,9,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1972,"PhD","Married",43269,1,0,"16-09-2013",61,10,1,7,0,0,1,9,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1958,"2n Cycle","Single",38741,1,1,"30-03-2014",60,7,10,17,8,6,13,54,2,2,0,3,5,7,0,0,0,0,0,0,0,0
1972,"Graduation","Single",31907,0,0,"04-03-2013",75,33,87,64,175,16,74,416,1,6,1,6,13,7,0,0,0,0,0,0,0,0
1983,"Master","Married",27100,1,0,"05-04-2013",64,12,0,13,2,0,10,25,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1973,"2n Cycle","Divorced",31163,1,0,"13-02-2014",54,2,3,10,11,2,10,36,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1985,"Graduation","Married",92533,0,0,"19-12-2013",84,693,21,118,110,147,42,438,1,6,5,11,22,2,1,0,0,0,1,2,0,0
1973,"Graduation","Single",34853,1,1,"23-12-2013",75,9,3,15,2,3,2,25,2,2,0,3,5,6,0,0,0,0,0,0,0,0
1967,"Graduation","Divorced",70844,1,1,"30-10-2013",16,129,26,67,3,67,2,165,5,6,1,5,12,7,0,0,0,0,0,0,0,0
1979,"2n Cycle","Married",31086,1,1,"04-05-2013",79,16,2,11,3,0,16,32,2,1,1,2,4,8,0,0,1,0,0,1,0,0
1961,"Graduation","Married",60544,1,1,"25-08-2012",92,201,2,43,3,5,35,88,4,5,1,5,11,6,0,0,0,0,0,0,0,0
1986,"2n Cycle","Together",20491,0,0,"25-01-2013",16,5,4,5,4,2,10,25,1,0,1,2,3,7,0,0,0,0,0,0,0,0
1964,"Graduation","Married",42523,0,0,"23-04-2014",96,14,36,11,3,26,35,111,1,1,1,4,6,2,0,0,0,0,0,0,0,0
1983,"Graduation","Married",39922,1,0,"14-02-2013",30,29,12,59,19,1,36,127,2,3,0,4,7,8,0,0,0,0,0,0,0,0
1952,"Graduation","Together",33402,1,1,"18-07-2013",60,26,2,19,10,5,8,44,3,2,1,3,6,8,0,0,0,0,0,0,0,0
1949,"Master","Married",36408,1,1,"21-09-2013",11,9,1,4,3,2,3,13,1,1,0,2,3,6,0,0,0,0,0,0,0,0
1979,"Graduation","Together",21645,1,0,"03-09-2012",75,14,0,23,4,5,19,51,3,3,0,3,6,9,0,0,0,0,0,0,0,1
1948,"Master","Widow",78427,0,0,"24-10-2012",36,972,19,595,180,26,138,958,3,3,7,10,20,3,1,0,0,0,0,1,0,1
1946,"Graduation","Together",82657,0,0,"27-09-2013",71,966,168,672,246,105,126,1317,1,7,5,10,22,4,1,0,0,1,0,2,0,0
1958,"Graduation","Married",51876,0,0,"15-10-2013",88,99,27,102,28,48,6,211,1,2,2,8,12,1,0,0,0,0,0,0,0,0
1971,"2n Cycle","Married",78041,0,0,"16-12-2012",93,482,35,553,72,160,17,837,1,4,4,9,17,2,0,0,0,0,0,0,0,0
1957,"Graduation","Married",52852,0,1,"01-12-2012",93,714,8,99,11,0,47,165,4,10,7,5,22,8,0,0,1,0,0,1,0,0
1982,"PhD","Together",70038,0,0,"25-10-2013",54,587,54,348,71,54,130,657,1,4,4,8,16,2,0,0,0,0,0,0,0,0
1973,"2n Cycle","Together",69401,0,1,"23-03-2014",41,399,27,159,58,8,39,291,4,4,4,5,13,2,0,0,0,0,0,0,0,0
1972,"Graduation","Together",46053,1,0,"17-02-2013",46,56,10,92,19,7,25,153,3,3,2,4,9,5,0,0,0,0,0,0,0,0
1965,"Graduation","Married",77343,0,0,"09-06-2014",28,227,151,573,98,54,31,907,1,3,4,9,16,1,0,0,0,0,0,0,0,0
1953,"Graduation","Single",73892,0,0,"13-11-2013",40,703,102,601,0,58,43,804,1,3,6,8,17,1,0,0,0,0,0,0,0,1
1967,"PhD","Single",40304,1,0,"30-09-2013",82,37,0,17,0,0,3,20,1,2,0,3,5,7,0,0,0,0,0,0,0,0
1965,"PhD","Together",32727,0,0,"28-08-2012",38,167,13,180,86,13,70,362,2,7,3,5,15,8,0,0,0,0,0,0,0,0
1969,"Graduation","Together",68695,0,0,"25-06-2014",3,458,81,356,106,50,40,633,1,4,4,7,15,2,0,0,0,0,0,0,0,0
1971,"Graduation","Divorced",43300,0,1,"13-10-2012",87,91,3,52,2,1,31,89,3,4,0,4,8,8,0,0,0,0,0,0,0,1
1972,"Graduation","Together",26290,1,1,"12-01-2013",49,15,8,16,11,5,22,62,4,2,0,4,6,6,0,0,0,0,0,0,0,0
1970,"Graduation","Single",93790,0,0,"12-02-2014",16,1302,68,731,89,114,45,1047,0,6,7,12,25,2,1,0,0,1,1,3,0,1
1974,"PhD","Married",38410,0,0,"14-09-2012",65,153,64,123,116,64,14,381,2,5,2,9,16,6,0,0,0,0,0,0,0,1
1950,"Master","Widow",64866,0,1,"26-01-2014",9,508,5,21,7,5,10,48,4,7,3,7,17,5,0,0,0,1,0,1,0,0
1959,"Graduation","Together",57957,0,1,"19-08-2013",24,290,59,177,77,5,29,347,7,4,6,8,18,3,0,0,0,0,0,0,1,0
1955,"PhD","Together",46015,1,1,"13-04-2014",25,38,0,2,0,0,6,8,1,1,0,3,4,7,0,1,1,0,0,2,0,0
1978,"Graduation","Together",16531,1,0,"18-06-2014",43,2,13,6,7,5,11,42,3,3,0,3,6,7,0,0,0,0,0,0,0,0
1986,"Master","Married",28072,1,0,"08-07-2013",10,30,0,10,2,0,5,17,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1963,"Master","Divorced",49476,0,1,"20-06-2013",29,386,23,95,54,41,196,409,4,2,3,5,10,2,0,0,0,0,0,0,0,0
1953,"Graduation","Married",50725,0,1,"13-02-2013",45,443,10,75,0,10,48,143,4,8,1,8,17,8,0,0,0,0,0,0,0,0
1952,"Graduation","Together",83844,0,0,"12-05-2013",57,901,31,345,75,31,191,673,1,4,4,11,19,1,0,0,0,0,1,1,0,0
1950,"PhD","Married",41145,1,1,"08-02-2014",20,9,0,3,0,0,1,4,1,0,0,3,3,3,0,0,0,0,0,0,0,0
1970,"Graduation","Together",67419,0,1,"16-01-2013",29,846,84,352,91,56,42,625,4,9,4,8,21,5,0,0,0,0,0,0,0,0
1970,"2n Cycle","Married",23162,1,1,"21-12-2013",82,8,3,9,19,4,22,57,3,1,1,3,5,6,0,0,0,0,0,0,0,0
1977,"Graduation","Married",34380,1,0,"02-05-2013",68,72,7,58,13,1,24,103,4,4,1,3,8,8,0,0,0,0,0,0,0,0
1966,"Graduation","Single",34704,0,1,"27-04-2013",65,29,0,5,0,1,5,11,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1969,"PhD","Married",94871,0,2,"01-09-2012",99,169,24,553,188,0,144,909,1,8,5,4,17,7,0,0,0,1,1,2,0,1
1958,"Graduation","Married",65148,0,1,"16-11-2012",9,460,35,422,33,12,153,655,2,6,6,7,19,4,0,0,0,0,0,0,0,0
1954,"Graduation","Together",39898,0,1,"12-02-2013",20,69,8,26,12,7,12,65,2,3,0,4,7,7,0,0,0,0,0,0,0,0
1956,"Master","Single",64857,0,0,"23-11-2012",78,556,14,717,210,0,43,984,1,7,5,10,22,4,0,0,0,0,0,0,0,0
1970,"PhD","Married",59892,0,1,"02-11-2013",26,73,0,13,0,1,0,14,1,2,1,3,6,3,0,0,0,0,0,0,0,0
1987,"Master","Single",41020,0,0,"28-10-2013",68,112,1,54,7,7,36,105,1,3,2,4,9,3,0,0,0,0,0,0,0,0
